data/sessions/maps/pool/moderate/moderate_archipel_ll_01/moderate_archipel_ll_01.a7t    xy:(2048, 2048), playable:(203, 203, 1853, 1853)
       x     y  type  id  sz
data/sessions/maps/pool/moderate/moderate_snowflake_lm_01/moderate_snowflake_lm_01.a7t    xy:(2048, 2048), playable:(203, 203, 1853, 1853)
       x     y  type  id  sz
0   1456   400     1   1   2
1    320  1656     1   0   0
2    600  1280     2   0   0
3    216   408     1   1   2
4   1456  1264     1   1   2
5   1448  1272     2   0   0
6   1216   304     1   3   0
7   1224  1560     1   3   0
8    640   296     1   3   0
9    928   928     1   4   0
10  1456   784     2   0   0
11   896  1520     1   0   1
12   216  1272     1   1   2
13   896   256     1   0   1
14   648  1560     1   3   0
15   312   216     1   0   0
16  1544  1648     1   0   0
17  1560   208     1   0   0
18   600   784     2   0   0
19   216  1080     1   0   0
20   216   792     1   0   0
21  1648  1072     1   0   0
22  1648   784     1   0   0
23   624  1064     1   0   1
24  1160  1072     1   0   1
25   624   680     1   0   1
26  1160   680     1   0   1
data/sessions/maps/pool/moderate/moderate_snowflake_ls_01/moderate_snowflake_ls_01.a7t    xy:(2048, 2048), playable:(203, 203, 1853, 1853)
       x     y  type  id  sz
0   1520   456     1   1   1
1    320  1592     1   0   0
2    552  1312     2   0   0
3    272   464     1   1   1
4   1512  1320     1   1   1
5   1496  1304     2   0   0
6   1168   256     1   3   0
7   1168  1600     1   3   0
8    704   256     1   3   0
9    928   920     1   4   0
10  1488   752     2   0   0
11   896  1520     1   0   1
12   272  1320     1   1   1
13   896   256     1   0   1
14   704  1600     1   3   0
15   312   272     1   0   0
16  1544  1592     1   0   0
17  1560   264     1   0   0
18   560   744     2   0   0
19   216  1128     1   0   0
20   216   736     1   0   0
21  1648  1128     1   0   0
22  1648   728     1   0   0
23   624  1064     1   0   1
24  1160  1072     1   0   1
25   624   680     1   0   1
26  1160   680     1   0   1
data/sessions/maps/pool/moderate/moderate_snowflake_ml_01/moderate_snowflake_ml_01.a7t    xy:(1536, 1536), playable:(90, 90, 1446, 1446)
       x     y  type  id  sz
0    360  1248     1   3   0
1     96   864     1   1   2
2    360    96     1   3   0
3     96   288     1   1   2
4    984    96     1   3   0
5   1056   288     1   1   2
6    984  1248     1   3   0
7   1056   864     1   1   2
8     96   672     1   0   0
9   1248   672     1   0   0
10   632  1160     1   0   1
11   632   112     1   0   1
12   672   920     1   3   0
13   672   432     1   3   0
14   672   680     1   4   0
15   480   800     1   0   0
16   864   800     1   0   0
17   480   544     1   0   0
18   864   544     1   0   0
19   384   752     2   0   0
20   384   784     2   0   0
21  1152   752     2   0   0
22  1152   784     2   0   0
data/sessions/maps/pool/moderate/moderate_snowflake_mm_01/moderate_snowflake_mm_01.a7t    xy:(1536, 1536), playable:(85, 85, 1451, 1451)
       x     y  type  id  sz
0    360  1216     1   3   0
1   1104   920     1   1   1
2    360   128     1   3   0
3    160   344     1   1   1
4    984   128     1   3   0
5    160   920     1   1   1
6    984  1216     1   3   0
7   1104   344     1   1   1
8    576    96     1   0   2
9    576  1056     1   0   2
10  1032  1064     2   0   0
11  1032   464     2   0   0
12   672   864     1   3   0
13   672   480     1   3   0
14   672   672     1   4   0
15   480   792     1   0   0
16   864   792     1   0   0
17   480   536     1   0   0
18   864   536     1   0   0
19   496   448     2   0   0
20   496  1064     2   0   0
21   104   632     1   0   1
22  1160   632     1   0   1
data/sessions/maps/pool/moderate/moderate_snowflake_ms_01/moderate_snowflake_ms_01.a7t    xy:(1536, 1536), playable:(100, 100, 1436, 1436)
       x     y  type  id  sz
0    360  1216     1   3   0
1   1152   920     1   1   1
2    360   128     1   3   0
3    112   344     1   1   1
4    984   128     1   3   0
5    112   920     1   1   1
6    984  1216     1   3   0
7   1152   344     1   1   1
8    632   112     1   0   1
9    632  1152     1   0   1
10  1032  1064     2   0   0
11  1032   464     2   0   0
12   672   960     1   4   0
13   672   384     1   4   0
14  1160   632     1   0   1
15   384   800     1   0   0
16   960   800     1   0   0
17   384   544     1   0   0
18   960   544     1   0   0
19   496   448     2   0   0
20   496  1064     2   0   0
21   104   632     1   0   1
22   576   576     1   0   2
data/sessions/maps/pool/moderate/moderate_snowflake_sl_01/moderate_snowflake_sl_01.a7t    xy:(1408, 1408), playable:(40, 40, 1368, 1368)
      x     y  type  id  sz
0   880   536     2   0   0
1   512   544     2   0   0
2   520   864     2   0   0
3   888   872     2   0   0
4   112   288     1   1   2
5   112   736     1   1   2
6   912   736     1   1   2
7   912   288     1   1   2
8   376    48     1   3   0
9   840    48     1   3   0
10  568    48     1   0   1
11  568  1088     1   0   1
12  376  1168     1   3   0
13  840  1168     1   3   0
14  616   704     1   4   0
15  616   512     1   4   0
16  496   896     1   0   0
17  496   320     1   0   0
18  720   896     1   0   0
19  720   320     1   0   0
data/sessions/maps/pool/moderate/moderate_snowflake_sm_01/moderate_snowflake_sm_01.a7t    xy:(1408, 1408), playable:(30, 30, 1378, 1378)
      x     y  type  id  sz
0   944   464     2   0   0
1   464   472     2   0   0
2   464   944     2   0   0
3   944   944     2   0   0
4   144   360     1   1   1
5   992   768     1   1   1
6   992   352     1   1   1
7   144   768     1   1   1
8   320    32     1   3   0
9   896    32     1   3   0
10  800   512     1   0   0
11  512   992     1   0   2
12  320  1184     1   3   0
13  896  1184     1   3   0
14  608   800     1   0   0
15  608   416     1   0   0
16  416   704     1   0   0
17  416   512     1   0   0
18  800   704     1   0   0
19  512    32     1   0   2
20  608   608     1   4   0
data/sessions/maps/pool/moderate/moderate_snowflake_ss_01/moderate_snowflake_ss_01.a7t    xy:(1408, 1408), playable:(100, 100, 1308, 1308)
      x     y  type  id  sz
0   944   464     2   0   0
1   464   472     2   0   0
2   464   944     2   0   0
3   944   944     2   0   0
4   144   360     1   1   1
5   992   768     1   1   1
6   992   352     1   1   1
7   144   768     1   1   1
8   320   112     1   3   0
9   896   112     1   3   0
10  800   512     1   0   0
11  568  1024     1   0   1
12  320  1104     1   3   0
13  896  1104     1   3   0
14  608   800     1   4   0
15  608   416     1   4   0
16  416   704     1   0   0
17  416   512     1   0   0
18  800   704     1   0   0
19  568   112     1   0   1
data/sessions/maps/pool/colony01/colony01_s_01/colony01_s_01.a7t    xy:(1536, 1536), playable:(200, 200, 1336, 1336)
       x     y  type  id  sz
0    232   704     1   1   2
1    528   408     1   1   1
2    968   928     1   1   1
3    232   232     1   1   1
4    224  1120     1   4   0
5    720  1104     1   3   0
6   1120   224     1   4   0
7    824   232     1   3   0
8    624   760     1   0   1
9    912   440     1   0   2
10  1272  1288     2   0   0
data/sessions/maps/pool/colony01/colony01_s_02/colony01_s_02.a7t    xy:(1536, 1536), playable:(200, 200, 1336, 1336)
       x     y  type  id  sz
0    216   704     1   0   2
1    976   696     1   1   1
2    936  1008     1   1   1
3    880   416     1   0   1
4    224  1120     1   4   0
5    720  1104     1   0   0
6    248   232     1   4   0
7   1104   216     1   3   0
8    616   760     1   1   1
9    480   272     1   1   2
10  1272  1288     2   0   0
data/sessions/maps/pool/colony01/colony01_s_03/colony01_s_03.a7t    xy:(1536, 1536), playable:(200, 200, 1336, 1336)
       x     y  type  id  sz
0    920   504     1   0   2
1    240   984     1   1   1
2    216   240     1   1   1
3    248   656     1   1   1
4    552  1120     1   0   0
5   1096  1016     1   3   0
6    864  1064     1   4   0
7   1128   216     1   4   0
8    576   696     1   1   1
9    528   224     1   0   2
10  1272  1288     2   0   0
data/sessions/maps/pool/colony01/colony01_m_01/colony01_m_01.a7t    xy:(1664, 1664), playable:(200, 200, 1464, 1464)
       x     y  type  id  sz
0    264   264     1   1   2
1    808   952     1   0   2
2    792   536     1   1   2
3    512   864     1   1   1
4    272  1184     1   3   0
5   1248   224     1   4   0
6   1184   608     1   0   1
7    208   696     1   1   1
8    688   232     1   3   0
9   1224  1232     1   4   0
10   496  1160     1   0   1
11   920   232     1   0   1
12  1408   952     2   0   0
data/sessions/maps/pool/colony01/colony01_m_02/colony01_m_02.a7t    xy:(1664, 1664), playable:(200, 200, 1464, 1464)
       x     y  type  id  sz
0    512   256     1   0   2
1    736   992     1   1   2
2    248   656     1   1   2
3   1160  1152     1   1   1
4    232  1240     1   4   0
5   1248   224     1   3   0
6   1136   592     1   0   1
7    752   672     1   1   1
8    248   240     1   4   0
9   1168   896     1   0   0
10   440  1072     1   0   1
11   920   304     1   0   1
12  1416   992     2   0   0
data/sessions/maps/pool/colony01/colony01_m_03/colony01_m_03.a7t    xy:(1664, 1664), playable:(200, 200, 1464, 1464)
       x     y  type  id  sz
0    504   224     1   0   2
1    448  1040     1   0   2
2    240   624     1   1   2
3   1160  1152     1   1   1
4    232  1240     1   4   0
5   1248   224     1   3   0
6   1160   536     1   0   1
7    880   816     1   1   1
8    272   240     1   4   0
9    648   672     1   0   0
10   848  1120     1   0   1
11   912   232     1   1   1
12  1384   984     2   0   0
data/sessions/maps/pool/colony01/colony01_l_01/colony01_l_01.a7t    xy:(1856, 1856), playable:(200, 200, 1656, 1656)
       x     y  type  id  sz
0    416   576     1   1   2
1   1200  1232     1   0   2
2    808   232     1   0   2
3   1224   536     1   0   2
4    272  1024     1   1   2
5   1000   648     1   3   0
6    216   760     1   3   0
7    240  1432     1   3   0
8    920  1424     1   4   0
9   1272   240     1   1   1
10   288   264     1   1   1
11   696  1096     1   0   1
12  1000   944     1   0   1
13  1344   944     1   0   1
14  1616  1608     2   0   0
data/sessions/maps/pool/colony01/colony01_l_02/colony01_l_02.a7t    xy:(1856, 1856), playable:(200, 200, 1656, 1656)
       x     y  type  id  sz
0    816   704     1   0   2
1   1200  1232     1   0   2
2    824   224     1   0   2
3   1224   536     1   0   2
4    280   920     1   0   2
5    592   312     1   3   0
6    216   712     1   3   0
7   1376   264     1   3   0
8    968  1424     1   4   0
9    232  1336     1   1   1
10   272   256     1   1   1
11   712  1144     1   0   1
12   464   576     1   1   1
13  1344   944     1   1   1
14  1616  1608     2   0   0
data/sessions/maps/pool/colony01/colony01_l_03/colony01_l_03.a7t    xy:(1856, 1856), playable:(200, 200, 1656, 1656)
       x     y  type  id  sz
0    808   536     1   0   2
1   1200  1232     1   0   2
2    272   224     1   0   2
3   1224   536     1   1   2
4    264  1232     1   1   2
5   1112   984     1   3   0
6    896  1312     1   3   0
7   1376   264     1   4   0
8    248   944     1   4   0
9    312   632     1   0   1
10   816  1000     1   1   1
11   496   920     1   0   1
12   752   224     1   1   1
13  1344   944     1   0   1
14  1616  1608     2   0   0
data/sessions/maps/campaign/moderate/campaign_chapter01_moderate_01/campaign_chapter01_moderate_01.a7t    xy:(2048, 2048), playable:(192, 192, 1856, 1856)
       x     y  type  id  sz
0    688   984     1   0   1
1    816   232     1   0   0
2   1400  1184     0   0   0
3    984   880     0   0   0
4   1640   600     1   0   0
5    464   848     0   0   0
6    224   816     1   0   0
7   1024   328     1   0   0
8    680  1296     1   0   1
9    264  1032     1   1   2
10   640   464     1   0   1
11  1224   224     1   0   1
12  1552  1032     1   0   1
13  1240   512     1   1   2
14   840  1616     1   0   0
15  1216   912     1   0   1
16  1392  1328     0   0   0
17  1448  1456     2   0   0
18   224   416     1   1   2
19   984  1272     0   0   0
20   928   576     1   0   1
21  1360  1656     1   0   0
22  1640  1608     1   0   0
23  1000  1072     1   0   0
24  3120   792     1   0   0
25   696   768     1   0   0
26  1120  1624     1   0   0
27  1584   896     0   0   0
28   608   224     1   4   0
29   400  1552     1   0   0
data/sessions/maps/campaign/colony01/campaign_chapter03_colony01/campaign_chapter03_colony01.a7t    xy:(1600, 1600), playable:(80, 80, 1520, 1520)
       x     y  type  id  sz
0    112   112     0   0   0
1    832   752     0   0   0
2    136  1152     1   0   0
3   1160   800     0   0   0
4    104   720     1   1   2
5    408   112     1   1   2
6   1112   104     1   1   2
7    608   872     0   0   0
8    856   152     1   4   0
9    896  1312     1   0   0
10   120   424     1   0   1
11   816   392     1   0   1
12  1176  1184     1   0   1
13   528   536     1   0   0
14  1272  1016     2   0   0
15  1184   504     1   0   1
16   792   968     0   0   0
17   376  1128     0   0   0
data/dlc01/sessions/maps/sunken_treasures/moderate_continental_01/moderate_c_01.a7t    xy:(1920, 1920), playable:(190, 190, 1720, 1720)
       x     y  type  id  sz
0   1152  1152     0   0   0
1    216  1320     1   1   2
2    624   496     1   1   2
3    208   680     1   1   2
4   1160   856     0   0   0
5    880  1176     1   0   1
6    608   904     1   0   1
7   1152   216     1   0   0
8    264   200     1   0   0
9    632  1440     1   0   0
10   904   920     1   0   0
11  1232   424     0   0   0
12   608  1176     0   0   0
13   880   168     0   0   0
14   928   288     0   0   0
15   832   216     0   0   0
16  1576   984     0   0   0
17  1312   368     0   0   0
18  1352   200     0   0   0
19  1424   536     0   0   0
20  1072   592     0   0   0
21  1424   736     0   0   0
22  1256   592     0   0   0
23  1368   864     0   0   0
24  1064   440     0   0   0
25  1568   256     0   0   0
26  1432   680     0   0   0
27  1184  1120     2   0   0
28  1440   800     0   0   0
29  1040   488     0   0   0
30   224   400     1   0   1
31  1048   744     0   0   0
32  1048   240     0   0   0
33  1248   664     1   0   0
34   296  1064     0   0   0
35   536   288     1   0   0
36   896  1472     1   0   0
37  1200   896     0   0   0
38  1128   408     0   0   0
39   592  1144     0   0   0
40   760  1336     0   0   0
41   736  1208     0   0   0
42   744   288     0   0   0
43   616  1312     0   0   0
44  1344   904     0   0   0
45  1424   360     1   0   0
46  1600   448     0   0   0
47  1008   680     0   0   0
data/dlc03/sessions/maps/colony_03_sp/colony_03_sp.a7t    xy:(1920, 1920), playable:(330, 400, 1830, 1900)
       x     y  type  id  sz
0    808  1280     0   0   0
1   1152  1152     0   0   0
2    784  1576     0   0   0
3   1200  1376     0   0   0
4   1288   736     1   0   0
5   1112   944     0   0   0
6   1512   808     0   0   0
7   1016   616     2   0   0
8    520  1488     1   0   0
9   1352   408     1   1   1
10   800  1048     1   0   0
11   608   512     1   0   0
12   432   776     1   1   1
13   408  1144     1   1   1
14   928   568     1   1   1
15   864   704     0   0   0
16   992  1144     0   0   0
17  1768   864     0   0   0
18  1200   568     0   0   0
19  1024  1800     0   0   0
20   480  1072     0   0   0
21   728   928     0   0   0
22  1144   520     0   0   0
23  1736   504     0   0   0
24   968  1760     0   0   0
25   416  1528     0   0   0
26   744  1688     0   0   0
27   504  1744     0   0   0
28   760  1368     0   0   0
29  1040  1080     0   0   0
30   736  1312     0   0   0
31  1512   808     0   0   0
32  1704   568     0   0   0
33   328  1216     0   0   0
34  1208   808     0   0   0
35  1736   944     0   0   0
36   456   552     0   0   0
37  1664   488     0   0   0
38  1008  1016     0   0   0
39   816   880     0   0   0
40   408   456     0   0   0
41   752   856     0   0   0
42   440  1784     0   0   0
43   520  1048     0   0   0
44   480  1800     0   0   0
45  1136   824     0   0   0
46   936   424     0   0   0
47   368   528     0   0   0
48  1376   968     0   0   0
49   880   456     0   0   0
50   336  1272     0   0   0
51   360  1584     0   0   0
52  1728   792     0   0   0
53   616   384     0   0   0
54  1040  1736     0   0   0
data/dlc06/sessions/maps/land_of_lions/colony02_01/colony02_01.a7t    xy:(2048, 2048), playable:(313, 313, 1743, 1743)
       x     y  type  id  sz
0    352   512     1   0   0
1   1488  1032     1   0   0
2   1032  1440     1   0   1
3    328   840     0   0   0
4   1000   496     1   0   1
5   1352   360     1   0   0
6    544   800     1   0   1
7   1344  1272     1   1   2
8   1240  1064     0   0   0
9    904   968     2   0   0
10   320  1096     1   0   1
11  1112  1216     0   0   0
12   624  1256     1   1   2
13   400  1424     0   0   0
14  1320   592     1   1   2
15   576   376     1   1   2
16   872   856     0   0   0
data/dlc06/sessions/maps/land_of_lions/colony02_01_mp/colony02_01_mp.a7t    xy:(2048, 2048), playable:(313, 313, 1743, 1743)
       x     y  type  id  sz
0    352   512     1   0   0
1    408  1416     1   0   0
2   1040  1328     1   0   1
3   1320   592     1   1   2
4   1000   464     1   0   1
5   1320   368     1   0   0
6    464   784     1   0   1
7   1344  1272     1   1   2
8    576   376     1   1   2
9    904   968     2   0   0
10   320  1096     1   0   1
11   872   856     0   0   0
12   624  1256     1   1   2
13  1376  1032     1   0   0
data/dlc10/scenario02/sessions/maps/scenario_02_colony_01/scenario_02_colony_01.a7t    xy:(1536, 1536), playable:(256, 256, 1280, 1280)
     x    y  type  id  sz
0  672  792     0   0   0
1  832  856     2   0   0
2  888  416     0   0   0
3  424  528     0   0   0
4  672  240     0   0   0
5  608  576     0   0   0
6  792  376     0   0   0
7  624  344     0   0   0
8  712  600     0   0   0
9  952  704     0   0   0
data/dlc11/scenario03/sessions/maps/scenario_03_colony_01/scenario_03_colony_01.a7t    xy:(2048, 2048), playable:(192, 192, 1856, 1856)
       x     y  type  id  sz
0   1624  1488     2   0   0
1   1152   576     0   0   0
2   1568   944     0   0   0
3    936   272     0   0   0
4    760  1496     0   0   0
5   1456  1456     0   0   0
6    216   216     0   0   0
7    664   392     0   0   0
8    952  1408     0   0   0
9    528   512     0   0   0
10   464  1088     0   0   0
11  1432  1272     0   0   0
12  1320   416     0   0   0
13  1056  1120     0   0   0
14  1200   944     0   0   0
15  1056   752     0   0   0
16   816   712     0   0   0
17   696   904     0   0   0
18   808  1112     0   0   0
data/dlc12/scenario04/sessions/maps/scenario_04_colony_01/scenario_04_colony_01.a7t    xy:(2048, 2048), playable:(192, 192, 1856, 1856)
       x     y  type  id  sz
0    920   840     1   0   2
1   1584  1560     2   0   0
2    728   240     1   0   1
3    216  1560     1   0   1
4   1560   216     1   0   1
5    648   672     0   0   0
6   1360  1528     0   0   0
7   1360   936     1   1   0
8    752  1584     1   1   0
9    528  1064     0   0   0
10  1464  1344     0   0   0
11  1528  1648     0   0   0
12  1552   672     1   1   0
13   960  1288     1   1   1
14  1024   536     0   0   0
15  1408  1440     0   0   0
16  1608  1400     0   0   0
17   256   232     1   0   2
18   304   736     1   0   1
19  1608  1520     0   0   0
20   232  1136     1   0   1
21  1200   280     1   0   1
data/eoy21/sessions/maps/green_game_jam/ggj_colony01_01/ggj_colony01_01.a7t    xy:(1536, 1536), playable:(435, 460, 1175, 1200)
     x    y  type  id  sz
0  720  768     2   0   0
1  576  656     0   0   0
data/dlc12/sessions/maps/pool/colony01/colony01_s_01/colony01_s_01_dlc12enlarged.a7t    xy:(2048, 2048), playable:(200, 200, 1836, 1836)
       x     y  type  id  sz
0    232   704     1   1   2
1    528   408     1   1   1
2    968   928     1   1   1
3    232   232     1   1   1
4    224  1120     1   4   0
5    720  1104     1   3   0
6   1120   224     1   4   0
7    824   232     1   3   0
8    624   760     1   0   1
9    912   440     1   0   2
10  1272  1288     2   0   0
11  1280  1280     0   0   0
12  1496   544     1   0   1
13   768  1352     1   0   1
14   472  1568     1   0   0
15  1376   312     1   0   0
16  1376  1064     1   0   0
data/dlc12/sessions/maps/pool/colony01/colony01_s_02/colony01_s_02_dlc12enlarged.a7t    xy:(2048, 2048), playable:(200, 200, 1836, 1836)
       x     y  type  id  sz
0    216   704     1   0   2
1    976   696     1   1   1
2    936  1008     1   1   1
3    880   416     1   0   1
4    224  1120     1   4   0
5    720  1104     1   0   0
6    248   232     1   4   0
7   1104   216     1   3   0
8    616   760     1   1   1
9    480   272     1   1   2
10  1272  1288     2   0   0
11  1280  1280     0   0   0
12   472  1352     1   0   1
13  1360   448     1   0   1
14   912  1528     1   0   0
15  1368  1048     1   0   0
16  1600   768     1   0   0
data/dlc12/sessions/maps/pool/colony01/colony01_s_03/colony01_s_03_dlc12enlarged.a7t    xy:(2048, 2048), playable:(200, 200, 1836, 1836)
       x     y  type  id  sz
0    920   504     1   0   2
1    240   984     1   1   1
2    216   240     1   1   1
3    248   656     1   1   1
4    552  1120     1   0   0
5   1096  1016     1   3   0
6    864  1064     1   4   0
7   1128   216     1   4   0
8    576   696     1   1   1
9    528   224     1   0   2
10  1272  1288     2   0   0
11  1280  1280     0   0   0
12  1512   984     1   0   1
13   344  1376     1   0   1
14  1424   640     1   0   0
15  1568   272     1   0   0
16   984  1344     1   0   0
data/dlc12/sessions/maps/pool/colony01/colony01_m_01/colony01_m_01_dlc12enlarged.a7t    xy:(2176, 2176), playable:(200, 200, 1964, 1964)
       x     y  type  id  sz
0    264   264     1   1   2
1    808   952     1   0   2
2    792   536     1   1   2
3    512   864     1   1   1
4    272  1184     1   3   0
5   1248   224     1   4   0
6   1184   608     1   0   1
7    208   696     1   1   1
8    688   232     1   3   0
9   1224  1232     1   4   0
10   496  1160     1   0   1
11   920   232     1   0   1
12  1408   952     2   0   0
13  1408  1408     0   0   0
14  1528   992     1   0   2
15   416  1512     1   0   1
16  1608   320     1   0   1
17  1088  1488     1   0   1
18   832  1672     1   0   0
19  1496   680     1   0   0
data/dlc12/sessions/maps/pool/colony01/colony01_m_02/colony01_m_02_dlc12enlarged.a7t    xy:(2176, 2176), playable:(200, 200, 1964, 1964)
       x     y  type  id  sz
0    512   256     1   0   2
1    736   992     1   1   2
2    248   656     1   1   2
3   1160  1152     1   1   1
4    232  1240     1   4   0
5   1248   224     1   3   0
6   1136   592     1   0   1
7    752   672     1   1   1
8    248   240     1   4   0
9   1168   896     1   0   0
10   440  1072     1   0   1
11   920   304     1   0   1
12  1416   992     2   0   0
13  1408  1408     0   0   0
14   528  1528     1   0   2
15  1480   424     1   0   1
16  1496  1088     1   0   1
17  1688   744     1   0   0
18   272  1504     1   0   0
19  1056  1488     1   0   1
data/dlc12/sessions/maps/pool/colony01/colony01_m_03/colony01_m_03_dlc12enlarged.a7t    xy:(2176, 2176), playable:(200, 200, 1964, 1964)
       x     y  type  id  sz
0    504   224     1   0   2
1    448  1040     1   0   2
2    240   624     1   1   2
3   1160  1152     1   1   1
4    232  1240     1   4   0
5   1248   224     1   3   0
6   1160   536     1   0   1
7    880   816     1   1   1
8    272   240     1   4   0
9    648   672     1   0   0
10   848  1120     1   0   1
11   912   232     1   1   1
12  1384   984     2   0   0
13  1408  1408     0   0   0
14   968  1544     1   0   2
15   336  1536     1   0   1
16  1640  1104     1   0   1
17  1488   664     1   0   1
18   688  1488     1   0   0
19  1656   448     1   0   0
data/dlc12/sessions/maps/pool/colony01/colony01_l_01/colony01_l_01_dlc12enlarged.a7t    xy:(2368, 2368), playable:(200, 200, 2150, 2150)
       x     y  type  id  sz
0    416   576     1   1   2
1   1200  1232     1   0   2
2    808   232     1   0   2
3   1224   536     1   0   2
4    272  1024     1   1   2
5   1000   648     1   3   0
6    216   760     1   3   0
7    240  1432     1   3   0
8    920  1424     1   4   0
9   1272   240     1   1   1
10   288   264     1   1   1
11   696  1096     1   0   1
12  1000   944     1   0   1
13  1344   944     1   0   1
14  1616  1608     2   0   0
15  1600  1600     0   0   0
16   304  1792     1   0   0
17  1680   488     1   0   0
18   896  1856     1   0   0
19   544  1656     1   0   1
20  1680  1264     1   0   1
21  1672   784     1   0   2
22  1168  1696     1   0   2
data/dlc12/sessions/maps/pool/colony01/colony01_l_02/colony01_l_02_dlc12enlarged.a7t    xy:(2368, 2368), playable:(200, 200, 2150, 2150)
       x     y  type  id  sz
0    816   704     1   0   2
1   1200  1232     1   0   2
2    824   224     1   0   2
3   1224   536     1   0   2
4    280   920     1   0   2
5    592   312     1   3   0
6    216   712     1   3   0
7   1376   264     1   3   0
8    968  1424     1   4   0
9    232  1336     1   1   1
10   272   256     1   1   1
11   712  1144     1   0   1
12   464   576     1   1   1
13  1344   944     1   1   1
14  1616  1608     2   0   0
15  1600  1600     0   0   0
16   576  1664     1   0   2
17  1696   888     1   0   2
18  1832   536     1   0   1
19  1208  1672     1   0   1
20   360  1704     1   0   0
21  1680  1352     1   0   0
22  1704   280     1   0   0
data/dlc12/sessions/maps/pool/colony01/colony01_l_03/colony01_l_03_dlc12enlarged.a7t    xy:(2368, 2368), playable:(200, 200, 2150, 2150)
       x     y  type  id  sz
0    808   536     1   0   2
1   1200  1232     1   0   2
2    272   224     1   0   2
3   1224   536     1   1   2
4    264  1232     1   1   2
5   1112   984     1   3   0
6    896  1312     1   3   0
7   1376   264     1   4   0
8    248   944     1   4   0
9    312   632     1   0   1
10   816  1000     1   1   1
11   496   920     1   0   1
12   752   224     1   1   1
13  1344   944     1   0   1
14  1616  1608     2   0   0
15  1600  1600     0   0   0
16  1696  1168     1   0   2
17   744  1656     1   0   2
18  1664   584     1   0   1
19  1216  1816     1   0   1
20   368  1736     1   0   0
21  1840   904     1   0   0
22  1888   352     1   0   0
data/dlc12/sessions/maps/campaign/colony01/campaign_chapter03_colony01/campaign_chapter03_colony01_dlc12enlarged.a7t    xy:(2240, 2240), playable:(80, 80, 2000, 2000)
       x     y  type  id  sz
0    112   112     0   0   0
1    832   752     0   0   0
2    136  1152     1   0   0
3   1160   800     0   0   0
4    104   720     1   1   2
5    408   112     1   1   2
6   1112   104     1   1   2
7    608   872     0   0   0
8    856   152     1   0   0
9    896  1312     1   0   0
10   120   424     1   0   1
11   816   392     1   0   1
12  1176  1184     1   0   1
13   528   536     1   0   0
14  1272  1016     2   0   0
15  1184   504     1   0   1
16   792   968     0   0   0
17   376  1128     0   0   0
18  1528   240     1   0   0
19  1520   752     1   0   2
20  1000  1536     1   0   2
21   456  1536     1   0   1
22  1616   464     1   0   1
23   256  1520     1   0   0
24  1672  1208     1   0   0
25  1472  1472     0   0   0
